order_id,line_no,product_id,quantity,unit_price,discount_rate
O000308,2,P0019,1,79000,0.05
O000308,3,P0008,3,32000,0.1
O000309,1,P0021,1,49000,0.15
O000309,2,P0018,1,59000,0
O000309,3,P0010,3,48000,0
O000309,4,P0024,1,36000,0
O000310,1,P0005,1,45000,0.05
O000310,2,P0003,3,89000,0
O000311,1,P0005,1,45000,0
O000311,2,P0008,2,32000,0
O000311,3,P0010,3,48000,0.1
O000312,1,P0015,3,22000,0
O000313,1,P0013,2,28000,0
O000314,1,P0002,1,54000,0
O000315,1,P0013,2,28000,0.15
O000315,2,P0002,1,54000,0
O000315,3,P0013,1,28000,0.1
O000315,4,P0016,2,42000,0.15
O000316,1,P0012,2,39000,0.05
O000316,2,P0007,2,29000,0
O000316,3,P0015,2,22000,0
O000317,1,P0024,1,36000,0
O000317,2,P0012,3,39000,1.2
O000318,1,P0014,1,16000,0
O000318,2,P0001,1,69000,0
O000319,1,P0024,2,36000,0
O000319,2,P0021,2,49000,0
O000320,1,P0009,3,27000,0.05
O000320,2,P0025,3,15000,0.05
O000321,1,P0022,3,18000,0
O000321,2,P0010,2,48000,0.05
O000321,3,P0021,2,49000,0
O000321,4,P0007,2,29000,0.1
O000322,1,P0010,3,48000,0.1
O000322,2,P0023,1,21000,0.15
O000322,3,P0007,1,29000,0.1
O000323,1,P0010,2,48000,0
O000323,2,P0025,2,15000,0
O000324,1,P0007,2,29000,0.15
O000324,2,P0004,2,329000,0
O000325,1,P0020,1,99000,0
O000325,2,P0008,3,32000,0
O000325,3,P0006,1,38000,0.15
O000325,4,P0015,1,22000,0.05
O000326,1,P0008,3,32000,0
O000326,2,P0002,2,54000,0
O000327,1,P0002,1,54000,0
O000328,1,P0014,1,16000,0
O000328,2,P0010,2,48000,0.1
O000328,3,P0005,3,45000,0
O000329,1,P0001,2,69000,0
O000329,2,P0012,1,39000,0.05
O000330,1,P0003,2,89000,0
O000330,2,P0004,3,329000,0.1
O000330,3,P0002,2,54000,0
O000330,4,P0020,1,99000,0
O000331,1,P0001,1,69000,0
O000332,1,P0005,1,45000,0
O000332,2,P0025,2,15000,0
O000333,1,P0011,2,24000,0
O000333,2,P0005,1,45000,0
O000334,1,P0005,2,45000,0.05
O000334,2,P0013,1,28000,0
O000334,3,P0011,1,24000,0.05
O000335,1,P0017,2,25000,0
O000335,2,P0015,3,22000,0.1
O000335,3,P0008,1,32000,0
O000336,1,P0025,1,15000,0.1
O000336,2,P0008,3,32000,0
O000336,3,P0022,2,18000,0
O000336,4,P0021,2,49000,0
O000337,1,P0009,2,27000,0
O000337,2,P0003,3,89000,0.05
O000337,3,P0016,3,42000,0
O000338,1,P0020,3,99000,0
O000338,2,P0003,3,89000,0
O000339,1,P0009,1,27000,0
O000340,1,P0009,1,27000,0
O000340,2,P0019,1,79000,0.15
O000340,3,P0025,1,15000,0.1
O000340,4,P0006,2,38000,0
O000341,1,P0008,2,32000,0.1
O000341,2,P0015,3,22000,0
O000341,3,P0024,3,36000,0
O000341,4,P0025,1,15000,1.2
O000342,1,P0022,3,18000,0
O000342,2,P0011,1,24000,0
O000342,3,P0010,3,48000,0
O000343,1,P0002,3,54000,0.05
O000343,2,P0023,3,21000,0
O000343,3,P0015,3,22000,0
O000344,1,P0008,1,32000,0.1
O000344,2,P0020,1,99000,0.1
O000344,3,P0022,3,18000,0
O000345,1,P0002,2,54000,0.1
O000345,2,P0006,2,38000,0
O000345,3,P0024,1,36000,1.2
O000346,1,P0019,3,79000,0
O000346,2,P0002,2,54000,0
O000346,3,P0019,2,79000,0
O000347,1,P0006,1,38000,0
O000347,2,P0008,2,32000,0.05
O000347,3,P0002,1,54000,0
O000348,1,P0005,1,45000,0
O000349,1,P0003,1,89000,0.15
O000349,2,P0003,1,89000,0
O000349,3,P0021,1,49000,0
O000349,4,P0024,3,36000,0.15
O000350,1,P0001,2,69000,0
O000350,2,P0025,2,15000,0
O000351,1,P0009,2,27000,0.1
O000351,2,P0023,3,21000,0.05
O000351,3,P0023,2,21000,0.15
O000352,1,P0020,2,99000,0
O000352,2,P0013,3,28000,0
O000352,3,P0009,3,27000,0.05
O000352,4,P0018,2,59000,0
O000353,1,P0016,2,42000,0.15
O000354,1,P0006,3,38000,0
O000354,2,P0016,3,42000,0
O000354,3,P0025,1,15000,0.15
O000355,1,P0004,2,329000,0
O000355,2,P0007,2,29000,0.05
O000356,1,P0002,3,54000,0
O000357,1,P0014,1,16000,0.05
O000357,2,P0010,1,48000,0
O000358,1,P0019,3,79000,0
O000358,2,P0009,1,27000,0.1
O000358,3,P0015,2,22000,0.1
O000359,1,P0007,2,29000,0
O000360,1,P0016,3,42000,0
O000360,2,P0006,1,38000,0.1
O000360,3,P0019,2,79000,0.1
O000361,1,P0017,3,25000,0.1
O000361,2,P0021,3,49000,0
O000362,1,P0014,2,16000,0.05
O000362,2,P0014,1,16000,0
O000362,3,P0024,3,36000,1.2
O000363,1,P0014,2,16000,0.1
O000363,2,P0019,3,79000,0
O000364,1,P0009,1,27000,0
O000365,1,P0004,3,329000,0
O000366,1,P0006,2,38000,0.05
O000366,2,P0018,2,59000,0
O000366,3,P0008,2,32000,0
O000366,4,P0002,2,54000,0
O000367,1,P0002,1,54000,0.05
O000367,2,P0006,3,38000,0.15
O000367,3,P0012,1,39000,0
O000367,4,P0024,1,36000,0
O000368,1,P0020,2,99000,0.1
O000369,1,P0017,2,25000,0.1
O000369,2,P0015,1,22000,0.15
O000369,3,P0022,3,18000,0.1
O000370,1,P0023,1,21000,0
O000371,1,P0005,3,45000,0
O000372,1,P0024,1,36000,0.05
O000373,1,P0014,2,16000,0.1
O000373,2,P0024,1,36000,0
O000374,1,P0013,3,28000,0
O000375,1,P0021,3,49000,1.2
O000375,2,P0002,1,54000,0.05
O000376,1,P0002,2,54000,0.05
O000376,2,P0016,1,42000,0.1
O000376,3,P0009,3,27000,0.1
O000376,4,P0025,1,15000,0
O000377,1,P0013,1,28000,0
O000377,2,P0006,2,38000,0
O000378,1,P0023,3,21000,0.1
O000378,2,P0009,2,27000,0
O000379,1,P0011,1,24000,0.05
O000380,1,P0001,3,69000,0.05
O000380,2,P0006,1,38000,0.15
O000380,3,P0017,1,25000,0
O000380,4,P0019,2,79000,0
O000381,1,P0012,2,39000,0
O000381,2,P0019,2,79000,0.1
O000382,1,P0013,3,28000,0
O000382,2,P0014,3,16000,0
O000382,3,P0018,2,59000,0
O000382,4,P0018,1,59000,0.1
O000383,1,P0006,3,38000,0
O000384,1,P0017,1,25000,0
O000385,1,P0010,3,48000,0
O000386,1,P0024,1,36000,0.1
O000386,2,P0020,2,99000,0.1
O000386,3,P0018,3,59000,0.05
O000387,1,P0021,1,49000,0.15
O000387,2,P0009,2,27000,0.05
O000387,3,P0002,1,54000,0.05
O000387,4,P0012,1,39000,0
O000388,1,P0025,1,15000,0.05
O000389,1,P0009,3,27000,0
O000389,2,P0008,3,32000,0.1
O000390,1,P0008,2,32000,0
O000390,2,P0005,2,45000,0
O000390,3,P0012,2,39000,0
O000390,4,P0017,3,25000,0
O000391,1,P0025,2,15000,0
O000392,1,P0023,2,21000,0
O000392,2,P0005,2,45000,0.15
O000392,3,P0001,1,69000,0
O000393,1,P0002,2,54000,0
O000393,2,P0024,2,36000,0.15
O000394,1,P0013,3,28000,0
O000395,1,P0023,3,21000,0.1
O000396,1,P0017,1,25000,0
O000397,1,P0023,2,21000,0.1
O000398,1,P0014,2,16000,0
O000398,2,P0011,3,24000,1.2
O000399,1,P0025,2,15000,0
O000399,2,P0020,1,99000,0
O000399,3,P0015,1,22000,0
O000400,1,P0012,1,39000,0
O000400,2,P0014,1,16000,0
O000401,1,P0023,1,21000,0
O000401,2,P0016,2,42000,0
O000401,3,P0002,2,54000,0
O000402,1,P0022,1,18000,0.15
O000402,2,P0005,1,45000,0.05
O000402,3,P0006,3,38000,0
O000402,4,P0001,1,69000,0
O000403,1,P0017,2,25000,0.1
O000403,2,P0003,2,89000,0.15
O000403,3,P0013,1,28000,0.05
O000403,4,P0007,3,29000,1.2
O000404,1,P0016,1,42000,0
O000404,2,P0019,2,79000,0.05
O000404,3,P0023,1,21000,0.05
O000405,1,P0007,3,29000,0
O000405,2,P0016,3,42000,0.1
O000406,1,P0012,2,39000,0
O000406,2,P0018,3,59000,0
O000406,3,P0023,3,21000,0.05
O000407,1,P0020,3,99000,0
O000408,1,P0009,2,27000,0
O000408,2,P0010,1,48000,0.1
O000408,3,P0010,2,48000,0.05
O000409,1,P0020,3,99000,0
O000410,1,P0017,2,25000,0
O000410,2,P0023,2,21000,0
O000410,3,P0001,3,69000,0
O000410,4,P0006,3,38000,0
O000411,1,P0007,2,29000,0.1
O000411,2,P0015,3,22000,0
O000412,1,P0021,1,49000,0.15
O000412,2,P0007,3,29000,0
O000413,1,P0020,2,99000,0
O000413,2,P0005,3,45000,0
O000413,3,P0022,1,18000,0.05
O000414,1,P0005,3,45000,0
O000414,2,P0010,1,48000,0.1
O000414,3,P0023,2,21000,0.05
O000415,1,P0025,1,15000,0
O000415,2,P0021,3,49000,0.05
O000415,3,P0014,3,16000,0.1
O000416,1,P0012,2,39000,0
O000417,1,P0023,3,21000,0
O000418,1,P0025,1,15000,0
O000418,2,P0012,3,39000,0.1
O000419,1,P0009,0,27000,0
O000420,1,P0007,1,29000,0.05
O000421,1,P0024,2,36000,0.05
O000422,1,P0006,2,38000,0
O000422,2,P0014,2,16000,0
O000422,3,P0001,1,69000,0
O000422,4,P0020,1,99000,0
O000423,1,P0025,1,15000,0
O000424,1,P0014,3,16000,0.1
O000424,2,P0025,1,15000,0.1
O000424,3,P0019,1,79000,0
O000425,1,P0015,3,22000,0
O000425,2,P0022,2,18000,0
O000425,3,P0017,1,25000,0
O000426,1,P0010,1,48000,0
O000426,2,P0014,1,16000,0.1
O000426,3,P0023,2,21000,0.05
O000427,1,P0009,3,27000,0
O000427,2,P0009,3,27000,0.05
O000428,1,P0010,3,48000,0
O000429,1,P0007,1,29000,0
O000429,2,P0008,2,32000,0
O000429,3,P0014,1,16000,0.1
O000429,4,P0022,3,18000,0
O000430,1,P0021,1,49000,0.1
O000430,2,P0024,1,36000,0.05
O000430,3,P0025,1,15000,0.15
O000431,1,P0004,1,329000,0
O000432,1,P0020,3,99000,0
O000433,1,P0021,1,49000,0.1
O000434,1,P0025,3,15000,0.15
O000434,2,P0023,3,21000,0.15
O000434,3,P0006,1,38000,0
O000434,4,P0014,1,16000,0.1
O000435,1,P0023,2,21000,0
O000435,2,P0022,2,18000,0.05
O000435,3,P0021,2,49000,0
O000436,1,P0025,3,15000,0.1
O000436,2,P0001,3,69000,0.15
O000437,1,P0020,3,99000,0.05
O000437,2,P0015,3,22000,0.05
O000437,3,P0010,1,48000,0.1
O000437,4,P0025,1,15000,0
O000438,1,P0006,1,38000,0
O000438,2,P0008,1,32000,0
O000438,3,P0022,3,18000,0
O000439,1,P0018,3,59000,0.05
O000439,2,P0015,1,22000,0.05
O000440,1,P0009,1,27000,0
O000440,2,P0017,3,25000,0
O000441,1,P0024,2,36000,0
O000442,1,P0019,3,79000,0.1
O000443,1,P0001,1,69000,0
O000443,2,P0006,1,38000,0
O000443,3,P0020,2,99000,0.15
O000443,4,P0006,1,38000,0.15
O000444,1,P0015,3,22000,0
O000444,2,P0003,1,89000,0.1
O000444,3,P0023,1,21000,0
O000444,4,P0008,3,32000,0.1
O000445,1,P0004,1,329000,0.05
O000445,2,P0023,2,21000,0
O000445,3,P0023,1,21000,0.1
O000445,4,P0024,2,36000,0.05
O000446,1,P0014,1,16000,0
O000447,1,P0019,1,79000,0
O000447,2,P0019,1,79000,0.15
O000447,3,P0012,3,39000,0.15
O000447,4,P0008,1,32000,0
O000448,1,P0003,3,89000,0
O000448,2,P0008,2,32000,0
O000449,1,P0020,1,99000,0
O000449,2,P0003,3,89000,0.15
O000450,1,P0003,1,89000,0.1
O000450,2,P0011,1,24000,0.15
O000450,3,P0022,3,18000,0.1
O000450,4,P0011,1,24000,0.05
O000451,1,P0018,2,59000,0.1
O000451,2,P0005,3,45000,0.1
O000451,3,P0011,2,24000,0
O000451,4,P0018,2,59000,0.1
O000452,1,P0015,1,22000,0.1
O000453,1,P0006,2,38000,0
O000454,1,P0014,1,16000,0.15
O000455,1,P0006,1,38000,0
O000455,2,P0005,1,45000,0
O000455,3,P0007,1,29000,0.05
O000456,1,P0008,3,32000,0.05
O000456,2,P0024,2,36000,0.1
O000457,1,P0008,1,32000,0
O000457,2,P0013,1,28000,0
O000457,3,P0005,1,45000,0
O000457,4,P0006,2,38000,0
O000458,1,P0023,1,21000,0
O000459,1,P0011,2,24000,0
O000460,1,P0025,1,15000,0
O000460,2,P0007,3,29000,0
O000460,3,P0015,2,22000,0.15
O000460,4,P0023,1,21000,0.05
O000461,1,P0005,3,45000,0
O000461,2,P0002,1,54000,0
O000461,3,P0012,2,39000,0.15
O000462,1,P0021,3,49000,0.1
O000462,2,P0020,2,99000,0
O000462,3,P0007,2,29000,0
O000462,4,P0011,3,24000,0
O000463,1,P0015,1,22000,0
O000464,1,P0009,2,27000,0.1
O000465,1,P0005,3,45000,0.15
O000465,2,P0002,1,54000,0
O000465,3,P0004,1,329000,0
O000465,4,P0017,1,25000,0
O000466,1,P0009,3,27000,0.1
O000466,2,P0025,3,15000,0
O000466,3,P0004,2,329000,0.1
O000467,1,P0007,2,29000,0.1
O000468,1,P0022,2,18000,0.05
O000468,2,P0020,1,99000,0
O000468,3,P0011,2,24000,0
O000468,4,P0009,2,27000,0.1
O000469,1,P0006,3,38000,0
O000470,1,P0007,3,29000,0
O000470,2,P0015,2,22000,0.15
O000470,3,P0021,1,49000,0
O000471,1,P0021,3,49000,0
O000471,2,P0014,2,16000,0
O000472,1,P0007,3,29000,0
O000472,2,P0011,1,24000,0.1
O000472,3,P0006,2,38000,0
O000473,1,P0012,1,39000,0.1
O000473,2,P0017,2,25000,0
O000473,3,P0013,3,28000,0.1
O000473,4,P0011,3,24000,0.1
O000474,1,P0006,3,38000,0.15
O000474,2,P0010,2,48000,0
O000474,3,P0021,2,49000,0
O000475,1,P0018,3,59000,0
O000476,1,P0011,2,24000,0.1
O000476,2,P0014,1,16000,0
O000477,1,P0009,2,27000,0
O000477,2,P0008,3,32000,0.05
O000478,1,P0010,1,48000,0
O000478,2,P0014,3,16000,0
O000478,3,P0005,2,45000,0
O000478,4,P0009,2,27000,0
O000479,1,P0025,3,15000,0
O000480,1,P0007,1,29000,0.15
O000481,1,P0007,3,29000,0
O000481,2,P0009,2,27000,0.1
O000482,1,P0007,1,29000,0
O000482,2,P0011,1,24000,0.05
O000482,3,P0022,2,18000,0
O000483,1,P0005,1,45000,0
O000483,2,P0009,3,27000,0.05
O000484,1,P0003,2,89000,0.15
O000484,2,P0012,2,39000,0.1
O000484,3,P0019,3,79000,0
O000485,1,P0010,3,48000,0.1
O000485,2,P0004,3,329000,0.05
O000485,3,P0012,3,39000,0.05
O000486,1,P0005,2,45000,0.05
O000486,2,P0002,3,54000,0
O000486,3,P0023,3,21000,0
O000487,1,P0014,3,16000,0
O000488,1,P0005,2,45000,0.1
O000488,2,P0010,3,48000,0.1
O000488,3,P0002,1,54000,0.05
O000489,1,P0021,3,49000,0
O000489,2,P0008,3,32000,0
O000489,3,P0021,2,49000,0
O000489,4,P0014,3,16000,0.1
O000490,1,P0003,3,89000,0
O000490,2,P0020,1,99000,0.05
O000490,3,P0025,1,15000,0.1
O000491,1,P0014,2,16000,0
O000491,2,P0002,2,54000,0.15
O000491,3,P0014,3,16000,0
O000492,1,P0009,1,27000,0
O000492,2,P0012,3,39000,0
O000492,3,P0013,3,28000,0.15
O000492,4,P0010,1,48000,0
O000493,1,P0014,3,16000,0.15
O000493,2,P0001,2,69000,0.05
O000493,3,P0011,3,24000,0.1
O000493,4,P0016,2,42000,0
O000494,1,P0014,3,16000,0.05
O000494,2,P0008,2,32000,0.15
O000494,3,P0017,1,25000,0
O000494,4,P0001,1,69000,0.05
O000495,1,P0022,1,18000,0.1
O000495,2,P0011,2,24000,0
O000495,3,P0024,2,36000,0.05
O000495,4,P0004,2,329000,0.1
O000496,1,P0021,3,49000,0
O000496,2,P0015,2,22000,0
O000497,1,P0012,2,39000,0.15
O000497,2,P0023,1,21000,0
O000497,3,P0018,1,59000,0
O000498,1,P0011,1,24000,0.15
O000498,2,P0003,2,89000,0.05
O000498,3,P0011,2,24000,0
O000499,1,P0002,3,54000,0
O000500,1,P0005,1,45000,0
